0.000000000000000000e+00,0.000000000000000000e+00
3.271028037383177239e-02,0.000000000000000000e+00
3.037383177570093448e-02,0.000000000000000000e+00
2.803738317757009310e-02,0.000000000000000000e+00
2.570093457943925172e-02,0.000000000000000000e+00
2.336448598130841034e-02,0.000000000000000000e+00
2.102803738317756896e-02,0.000000000000000000e+00
2.336448598130840947e-03,0.000000000000000000e+00
1.635514018691588620e-02,0.000000000000000000e+00
4.672897196261681894e-03,0.000000000000000000e+00
7.009345794392523275e-03,0.000000000000000000e+00
1.869158878504672758e-02,0.000000000000000000e+00
1.168224299065420517e-02,0.000000000000000000e+00
9.345794392523363789e-03,0.000000000000000000e+00
1.401869158878504655e-02,0.000000000000000000e+00
5.841121495327102758e-02,2.336448598130840947e-03
5.607476635514018620e-02,2.336448598130840947e-03
5.373831775700934482e-02,2.336448598130840947e-03
5.140186915887850344e-02,2.336448598130840947e-03
4.906542056074766206e-02,2.336448598130840947e-03
3.504672897196261377e-02,2.336448598130840947e-03
4.439252336448597930e-02,2.336448598130840947e-03
4.205607476635513792e-02,2.336448598130840947e-03
3.971962616822429654e-02,2.336448598130840947e-03
3.738317757009345516e-02,2.336448598130840947e-03
4.672897196261682068e-02,2.336448598130840947e-03
7.242990654205606893e-02,4.672897196261681894e-03
6.775700934579438617e-02,4.672897196261681894e-03
7.009345794392522755e-02,4.672897196261681894e-03
6.074766355140186896e-02,4.672897196261681894e-03
6.542056074766354479e-02,4.672897196261681894e-03
6.308411214953270341e-02,4.672897196261681894e-03
7.476635514018691031e-02,7.009345794392523275e-03
7.710280373831775169e-02,7.009345794392523275e-03
7.943925233644859307e-02,7.009345794392523275e-03
8.177570093457943445e-02,7.009345794392523275e-03
8.411214953271027583e-02,7.009345794392523275e-03
8.644859813084111722e-02,7.009345794392523275e-03
9.579439252336448274e-02,9.345794392523363789e-03
9.345794392523364136e-02,9.345794392523363789e-03
8.878504672897195860e-02,9.345794392523363789e-03
9.112149532710279998e-02,9.345794392523363789e-03
1.004672897196261655e-01,1.168224299065420517e-02
1.028037383177570069e-01,1.168224299065420517e-02
1.051401869158878483e-01,1.168224299065420517e-02
9.813084112149532412e-02,1.168224299065420517e-02
1.074766355140186896e-01,1.401869158878504655e-02
1.098130841121495310e-01,1.401869158878504655e-02
1.121495327102803724e-01,1.401869158878504655e-02
1.144859813084112138e-01,1.401869158878504655e-02
1.168224299065420552e-01,1.635514018691588620e-02
1.191588785046728965e-01,1.635514018691588620e-02
1.214953271028037379e-01,1.635514018691588620e-02
1.285046728971962482e-01,1.869158878504672758e-02
1.261682242990654068e-01,1.869158878504672758e-02
1.238317757009345793e-01,1.869158878504672758e-02
1.308411214953270896e-01,2.102803738317756896e-02
1.331775700934579310e-01,2.102803738317756896e-02
1.355140186915887723e-01,2.102803738317756896e-02
1.378504672897196137e-01,2.102803738317756896e-02
1.401869158878504551e-01,2.336448598130841034e-02
1.425233644859812965e-01,2.336448598130841034e-02
1.448598130841121379e-01,2.336448598130841034e-02
1.471962616822429792e-01,2.570093457943925172e-02
1.495327102803738206e-01,2.570093457943925172e-02
1.518691588785046620e-01,2.570093457943925172e-02
1.588785046728971861e-01,2.803738317757009310e-02
1.565420560747663448e-01,2.803738317757009310e-02
1.542056074766355034e-01,2.803738317757009310e-02
1.658878504672897103e-01,3.037383177570093448e-02
1.635514018691588689e-01,3.037383177570093448e-02
1.612149532710280275e-01,3.037383177570093448e-02
1.682242990654205517e-01,3.271028037383177239e-02
1.705607476635513930e-01,3.271028037383177239e-02
1.728971962616822344e-01,3.271028037383177239e-02
1.752336448598130758e-01,3.504672897196261377e-02
1.775700934579439172e-01,3.504672897196261377e-02
1.799065420560747586e-01,3.738317757009345516e-02
1.822429906542056000e-01,3.738317757009345516e-02
1.845794392523364413e-01,3.971962616822429654e-02
1.869158878504672827e-01,3.971962616822429654e-02
1.915887850467289655e-01,4.205607476635513792e-02
1.892523364485981241e-01,4.205607476635513792e-02
1.939252336448598069e-01,4.439252336448597930e-02
1.962616822429906482e-01,4.439252336448597930e-02
1.985981308411214896e-01,4.672897196261682068e-02
2.009345794392523310e-01,4.672897196261682068e-02
2.032710280373831724e-01,4.906542056074766206e-02
2.056074766355140138e-01,4.906542056074766206e-02
2.079439252336448551e-01,5.140186915887850344e-02
2.102803738317756965e-01,5.373831775700934482e-02
2.126168224299065379e-01,5.373831775700934482e-02
2.149532710280373793e-01,5.607476635514018620e-02
2.172897196261682207e-01,5.607476635514018620e-02
2.196261682242990620e-01,5.841121495327102758e-02
2.219626168224299034e-01,6.074766355140186896e-02
2.242990654205607448e-01,6.074766355140186896e-02
2.266355140186915862e-01,6.308411214953270341e-02
2.289719626168224276e-01,6.308411214953270341e-02
2.313084112149532690e-01,6.542056074766354479e-02
2.336448598130841103e-01,6.775700934579438617e-02
2.359813084112149517e-01,6.775700934579438617e-02
2.383177570093457931e-01,7.009345794392522755e-02
2.406542056074766345e-01,7.242990654205606893e-02
2.429906542056074759e-01,7.242990654205606893e-02
2.453271028037383172e-01,7.476635514018691031e-02
2.476635514018691586e-01,7.710280373831775169e-02
2.500000000000000000e-01,7.943925233644859307e-02
2.523364485981308136e-01,7.943925233644859307e-02
2.546728971962616828e-01,8.177570093457943445e-02
2.570093457943924964e-01,8.177570093457943445e-02
2.593457943925233655e-01,8.411214953271027583e-02
2.616822429906541791e-01,8.644859813084111722e-02
2.640186915887850483e-01,8.878504672897195860e-02
2.663551401869158619e-01,8.878504672897195860e-02
