0.000000000000000000e+00,0.000000000000000000e+00
2.626262626262626174e-02,0.000000000000000000e+00
2.424242424242424240e-02,0.000000000000000000e+00
2.222222222222222307e-02,0.000000000000000000e+00
2.020202020202020374e-02,0.000000000000000000e+00
1.818181818181818094e-02,0.000000000000000000e+00
1.616161616161616160e-02,0.000000000000000000e+00
2.020202020202020200e-03,0.000000000000000000e+00
1.212121212121212120e-02,0.000000000000000000e+00
4.040404040404040401e-03,0.000000000000000000e+00
6.060606060606060601e-03,0.000000000000000000e+00
1.414141414141414227e-02,0.000000000000000000e+00
1.010101010101010187e-02,0.000000000000000000e+00
8.080808080808080801e-03,0.000000000000000000e+00
2.828282828282828454e-02,2.020202020202020200e-03
3.030303030303030387e-02,2.020202020202020200e-03
3.232323232323232320e-02,2.020202020202020200e-03
3.434343434343434254e-02,2.020202020202020200e-03
3.636363636363636187e-02,2.020202020202020200e-03
3.838383838383838120e-02,2.020202020202020200e-03
4.040404040404040747e-02,2.020202020202020200e-03
5.454545454545454281e-02,4.040404040404040401e-03
5.252525252525252347e-02,4.040404040404040401e-03
5.050505050505050414e-02,4.040404040404040401e-03
4.242424242424242681e-02,4.040404040404040401e-03
4.646464646464646547e-02,4.040404040404040401e-03
4.444444444444444614e-02,4.040404040404040401e-03
4.848484848484848481e-02,4.040404040404040401e-03
6.666666666666666574e-02,6.060606060606060601e-03
6.464646464646464641e-02,6.060606060606060601e-03
5.656565656565656908e-02,6.060606060606060601e-03
6.060606060606060774e-02,6.060606060606060601e-03
5.858585858585858841e-02,6.060606060606060601e-03
6.262626262626262708e-02,6.060606060606060601e-03
6.868686868686868507e-02,8.080808080808080801e-03
7.070707070707070441e-02,8.080808080808080801e-03
7.272727272727272374e-02,8.080808080808080801e-03
7.474747474747474307e-02,8.080808080808080801e-03
7.676767676767676241e-02,8.080808080808080801e-03
7.878787878787878174e-02,8.080808080808080801e-03
9.494949494949495028e-02,1.010101010101010187e-02
9.292929292929293095e-02,1.010101010101010187e-02
8.888888888888889228e-02,1.010101010101010187e-02
9.090909090909091161e-02,1.010101010101010187e-02
8.484848484848485362e-02,1.010101010101010187e-02
8.282828282828283428e-02,1.010101010101010187e-02
8.080808080808081495e-02,1.010101010101010187e-02
8.686868686868687295e-02,1.010101010101010187e-02
9.696969696969696961e-02,1.212121212121212120e-02
9.898989898989898895e-02,1.212121212121212120e-02
1.010101010101010083e-01,1.212121212121212120e-02
1.030303030303030276e-01,1.212121212121212120e-02
